Area,Bauteiltyp,Betongüte,Breite/Höhe,Depth,Einheit,Expositionsklasse,Fenster/Türnummer,Flügelanzahl,GUID,Geschoss,GrossArea,GrossFootprintArea,GrossSideArea,GrossVolume,Height,IfcType,IsExternal,Length,LoadBearing,Material,Name,NetArea,NetFootprintArea,NetSideArea,NetVolume,NumberOfRiser,NumberOfTreads,Perimeter,Raumnummer,RequiredHeadroom,RiserHeight,Rohbaubreite,Rohbauhöhe,Sichtbetonklasse,Stahlbeton,Status,SurfaceSpreadOfFlame,Volume,WU,WalkingLineOffset,Width,Zugehörigkeit,id,Öffnungsbreite,Öffnungshöhe,Öffnungsrichtung,Überwachungsklasse
,Möbel,,,,,,,,3K1k83Q597ohMdbqCfNK9H,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1223877,,,,
,Möbel,,,,,,,,3xwXPCdTzFSxwsR3EpDf71,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1234680,,,,
,Möbel,,,,,,,,08d$ek1kzAuRffODt4zyb_,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1245483,,,,
,Möbel,,,,,,,,2DCmYPKkvCBvBkgBy97HCV,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1256286,,,,
,Möbel,,,,,,,,3axoS_MXz9lwBk3gpoTtAU,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1267089,,,,
,Möbel,,,,,,,,2ng9tTqNn3BPy$J8O$qSLB,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1277892,,,,
,Möbel,,,,,,,,1d8hma2az0bB3F3aP1eqE3,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1288695,,,,
,Möbel,,,,,,,,3xIMUC9bz9xQHOsaPBmlKB,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1299498,,,,
,Möbel,,,,,,,,0D9AD1u_nDPfYVD$NyhnmY,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1310301,,,,
,Möbel,,,,,,,,37Vyv41ir3Sf27HH_ZAgyp,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1321104,,,,
,Möbel,,,,,,,,2x$b_Uf6z9$8UXmaL7bti7,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1331907,,,,
,Möbel,,,,,,,,108ok1W$DAdOUBYqFVAdhe,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1342710,,,,
,Möbel,,,,,,,,3ReWIDXZLBfvJ6t3dBByfw,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1353513,,,,
,Möbel,,,,,,,,23XcBhwnb1DPHY8eL$8FWf,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1364316,,,,
,Möbel,,,,,,,,3FI_KQTavCvv0raIoW8VzL,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1375119,,,,
,Möbel,,,,,,,,353qZVilL95fP$UQx9uln_,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1385922,,,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,10GN6h$sf6cxVhrAgETG26,R-027,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,1389382,51⁵,136,,
,Sanitärobjekt,,,,,,,,18MYOxnBfFVAfW5YHvTTzd,R-024,,,,,,IfcSanitaryTerminal,,,,,WC,,,,,,,,,,,,,,,,,,,,,OG--,1389543,,,,
,Sanitärobjekt,,,,,,,,0iAC2hdpv9YPol42f384S$,R-024,,,,,,IfcSanitaryTerminal,,,,,Büroplanung ,,,,,,,,,,,,,,,,,,,,,OG--,1389581,,,,
,Sanitärobjekt,,,,,,,,04_OtcsrPBffxhxkiMQz4a,R-025,,,,,,IfcSanitaryTerminal,,,,,WC,,,,,,,,,,,,,,,,,,,,,OG--,1389740,,,,
,Sanitärobjekt,,,,,,,,0KN2mWRIz2s8maQg3mS$AK,R-025,,,,,,IfcSanitaryTerminal,,,,,Büroplanung ,,,,,,,,,,,,,,,,,,,,,OG--,1389778,,,,
,Wand,C30/37,,,,XF3,,,0h0gBgeDHBMgBuvAvYa3Uv,OG,,12.2538,19.795,6.1269,0.5,IfcWall,True,39.69,True,Stahlbeton,Wand-010,,12.2538,19.795,6.1269,,,,,,,,,SB2,,['EXISTING'],,,,,0.31,,1390041,,,,ÜK1
,Decke,,,,,,,,1Ki$saryn94AxrlynMTLix,OG,438.0324,,,43.80324,,IfcSlab,False,,True,,RD-008,438.0324,,,43.80324,,,100.72,,,,,,,['EXISTING'],,,False,,0.1,,1390152,,,,
,Wand,C30/37,,,,XF3,,,1Po16Ao195rR_Ls27YZyQ4,OG,,3.674,5.85,1.837,0.5,IfcWall,True,11.69,True,Stahlbeton,Wand-007,,3.674,5.85,1.837,,,,,,,,,SB2,,['EXISTING'],,,,,0.31,,1390396,,,,ÜK1
,Decke,C40/50,,,,XF2,,,3FRsy6ee99x9YuUYxdbjHi,OG,448.1444,,,215.109312,,IfcSlab,False,,True,Stahlbeton,RD-010,448.1444,,,215.109312,,,101.52,,,,,,SB3,,['EXISTING'],,,,,0.48,,1390737,,,,ÜK2
,Wand,C30/37,,,,XF3,,,0GEqiZUR1CPQrtL1XdLeAC,OG,,3.674,5.85,1.837,0.5,IfcWall,True,11.69,True,Stahlbeton,Wand-009,,3.674,5.85,1.837,,,,,,,,,SB2,,['EXISTING'],,,,,0.31,,1390985,,,,ÜK1
,Wand,C30/37,,,,XF3,,,0InAwjSDH4q8w34NRIGvvY,OG,,4.57689886748,7.3975,2.28845,0.5,IfcWall,True,14.845,True,Stahlbeton,Wand-008,,4.57689886748,7.3975,2.28845,,,,,,,,,SB2,,['EXISTING'],,,,,0.31,,1391223,,,,ÜK1
,Wand,C30/37,,,,XF3,,,2PikopU6nCaeAO954$hAuD,OG,,4.57689886748,7.3975,2.28845,0.5,IfcWall,True,14.845,True,Stahlbeton,Wand-008,,4.57689886748,7.3975,2.28845,,,,,,,,,SB2,,['EXISTING'],,,,,0.31,,1391461,,,,ÜK1
